StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,CongTime_First Click,CongTime_Last Click,CongTime_Page Submit,CongTime_Click Count,IncongTime_First Click,IncongTime_Last Click,IncongTime_Page Submit,IncongTime_Click Count,NoCueTime_First Click,NoCueTime_Last Click,NoCueTime_Page Submit,NoCueTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,NonexiBucket,NonexiBucketTime_First Click,NonexiBucketTime_Last Click,NonexiBucketTime_Page Submit,NonexiBucketTime_Click Count,NonexiTruck,NonexiTruckTime_First Click,NonexiTruckTime_Last Click,NonexiTruckTime_Page Submit,NonexiTruckTime_Click Count,DenialZupy,DenialZupyTime_First Click,DenialZupyTime_Last Click,DenialZupyTime_Page Submit,DenialZupyTime_Click Count,DenialDaxy,DenialDaxyTime_First Click,DenialDaxyTime_Last Click,DenialDaxyTime_Page Submit,DenialDaxyTime_Click Count,Sha,Bei,StudyGoal,comment,catch,mTurkCode,FL_13_DO,FL_9_DO,WordMeaning_DO
2019-05-31 23:45:39,2019-05-31 23:48:35,IP Address,68.0.235.220,100,175,True,2019-05-31 23:48:35,R_2zjCBvVOSmhVmHy,,,,,41.69140625,-71.5767974853515625,anonymous,EN,A33UVS8TAJCHSN,,,,,,,,,0,0,37.071,0,Stay away,5.366,5.366,6.138,1,Touch it,5.432,6.659,7.683,2,Bucket,13.273,13.91,14.585,3,Truck,5.335,5.335,7.525,1,Zupy,5.715,5.715,6.647,1,Daxy,4.837,5.866,6.464,2,Yes,No,How we learn the meanings of words we do not know.,Thanks for the HIT.,Three,55571,NoCue,NonexiBucket|ProhTouch|ProhAway|NonexiTruck|DenialZupy|DenialDaxy,Bei|Sha
2019-05-31 23:46:04,2019-05-31 23:48:54,IP Address,196.17.64.248,100,169,True,2019-05-31 23:48:54,R_3jceaIBp2WKok7r,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,AZ7X86EJZ7UPW,0,0,46.852,0,,,,,,,,,Stay away,1.65,1.65,2.475,1,Touch it,3.256,4.568,5.546,2,Bucket,3.692,5.196,5.847,2,Truck,3.427,3.427,4.219,1,Zupy,3.801,7.449,7.985,4,Daxy,4.428,7.148,8.494,3,come here,Good babys,Good,Super,Three,588278,Cong,DenialDaxy|ProhTouch|NonexiBucket|DenialZupy|ProhAway|NonexiTruck,Bei|Sha
2019-05-31 23:44:49,2019-05-31 23:49:05,IP Address,73.96.75.139,100,255,True,2019-05-31 23:49:05,R_1Nn5nGr04MDZVKz,,,,,44.06829833984375,-123.07630157470703125,anonymous,EN,AYQI8UYG2CKP,,,,,41.943,41.943,93.392,1,,,,,Touch it,6.374,7.399,8.424,2,Stay away,10.993,20.146,21.232,3,Truck,7.858,11.377,13.136,2,Bucket,4.545,6.355,7.333,2,Daxy,5.272,8.876,10.361,3,Zupy,6.777,12.546,14.584,4,no,yes,identifying sound to meaning,,Three,55686,Incong,ProhTouch|NonexiBucket|DenialDaxy|ProhAway|DenialZupy|NonexiTruck,Bei|Sha
2019-05-31 23:45:54,2019-05-31 23:49:08,IP Address,73.19.204.171,100,193,True,2019-05-31 23:49:08,R_vOL9ncUkOLtDPdT,,,,,36.191497802734375,-84.0543975830078125,anonymous,EN,A3M7QGHX2Q2SN,0,0,36.939,0,,,,,,,,,Stay away,14.821,16.218,17.514,2,Touch it,4.044,4.044,5.272,1,Bucket,3.232,4.41,6.054,2,Truck,5.807,8.785,16.064,2,Zupy,0.45,4.308,7.155,3,Daxy,0.761,33.986,34.875,4,Yes,No,,,Three,123575,Cong,ProhAway|ProhTouch|DenialDaxy|NonexiTruck|NonexiBucket|DenialZupy,Sha|Bei
2019-05-31 23:46:49,2019-05-31 23:49:55,IP Address,76.125.139.110,100,186,True,2019-05-31 23:49:55,R_3GfA95Jr3vNpO0O,,,,,40.4412994384765625,-79.25330352783203125,anonymous,EN,A132MSWBBVTOES,,,,,0,0,37.589,0,,,,,Stay away,17.096,18.376,20.247,2,Touch it,5.125,5.125,5.426,1,Bucket,2.682,2.682,4.308,1,Truck,10.454,10.454,12.04,1,Zupy,7.189,7.189,8.918,1,Zupy,18.03,18.03,19.702,1,Yes,No,Understanding perceptions of body language versus spoken word.,,Three,855188,Incong,DenialDaxy|ProhAway|DenialZupy|ProhTouch|NonexiTruck|NonexiBucket,Sha|Bei
2019-05-31 23:44:31,2019-05-31 23:50:05,IP Address,173.80.118.202,100,333,True,2019-05-31 23:50:05,R_02FO3gjWqk2ZZOp,,,,,38.235107421875,-81.55359649658203125,anonymous,EN,A3B8CHEB2ZS31K,0,0,54.385,0,,,,,,,,,Stay away,5.328,8.974,10.805,2,Touch it,28.904,98.802,100.249,6,Bucket,4.735,7.738,10.674,2,Truck,9.669,22.01,23.95,3,Zupy,3.217,6.486,7.655,3,Daxy,7.336,8.687,10.681,2,yes,no,to see how we can learn commuincating without speaking english,no,Three,506534,Cong,ProhTouch|NonexiTruck|DenialDaxy|ProhAway|NonexiBucket|DenialZupy,Bei|Sha
2019-05-31 23:47:47,2019-05-31 23:50:18,IP Address,172.14.42.100,100,150,True,2019-05-31 23:50:18,R_2YnunIeofEpXipL,,,,,27.6775970458984375,-97.3650970458984375,anonymous,EN,A3KA3A3M7LPMPA,,,,,,,,,0,0,51.509,0,Stay away,4.91,4.91,5.838,1,Touch it,11.756,11.756,13.191,1,Bucket,3.79,3.79,5.619,1,Truck,3.255,3.255,4.541,1,Zupy,3.503,3.853,6.316,2,Daxy,3.346,3.346,3.79,1,Yes,No,no idea,no,Three,849557,NoCue,ProhTouch|ProhAway|DenialZupy|NonexiTruck|NonexiBucket|DenialDaxy,Bei|Sha
2019-05-31 23:46:55,2019-05-31 23:50:22,IP Address,192.161.232.191,100,206,True,2019-05-31 23:50:22,R_3QWR35eNKay4ohi,,,,,39.6132049560546875,-87.697601318359375,anonymous,EN,AMC5FFSPVE4Q4,,,,,,,,,7.198,7.198,45.653,1,Stay away,8.316,8.316,9.693,1,Touch it,5.764,5.764,7.063,1,Bucket,7.867,10.6,11.534,2,Truck,5.425,6.745,7.598,2,Zupy,3.853,26.285,27.543,5,Daxy,7.44,7.44,8.62,1,yes,no,Understanding those with another language,,Three,66084,NoCue,DenialZupy|NonexiBucket|ProhAway|ProhTouch|NonexiTruck|DenialDaxy,Sha|Bei
2019-05-31 23:45:17,2019-05-31 23:50:22,IP Address,73.45.178.46,100,305,True,2019-05-31 23:50:22,R_9BxcsJ3YZUbrP69,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,A2G5Q1ET66M7CO,,,,,,,,,0,0,44.972,0,Stay away,8.863,8.863,10.273,1,Touch it,7.413,7.413,8.569,1,Bucket,9.088,9.707,12.122,2,Truck,16.493,31.536,34.229,4,Zupy,12.544,13.565,15.754,2,Daxy,7.835,10.886,13.35,2,Sure,Bad,"If we can substitute certain words for meanings in different languages by use of examples beforehand. ",I enjoyed this. I hope to do more.,Three,965817,NoCue,NonexiTruck|DenialZupy|DenialDaxy|NonexiBucket|ProhAway|ProhTouch,Sha|Bei
2019-05-31 23:47:58,2019-05-31 23:50:45,IP Address,107.185.114.119,100,167,True,2019-05-31 23:50:45,R_1g6jB5WF5jc49vS,,,,,33.967498779296875,-118.14640045166015625,anonymous,EN,A1AN7CIP02SGML,,,,,,,,,37.982,37.982,40.672,1,Stay away,4.37,6.058,6.986,3,Touch it,5.397,7.281,8.418,3,Bucket,3.862,5.916,6.917,3,Truck,5.208,17.314,18.432,5,Zupy,6.153,8.846,9.913,3,Daxy,3.723,5.332,6.579,3,Yes,No,Learning some words from another language,,Three,812520,NoCue,NonexiTruck|DenialZupy|NonexiBucket|DenialDaxy|ProhTouch|ProhAway,Sha|Bei
2019-05-31 23:44:40,2019-05-31 23:50:51,IP Address,174.68.136.37,100,371,True,2019-05-31 23:50:52,R_x8YQR4U5VReeYZr,,,,,36.002105712890625,-115.147003173828125,anonymous,EN,A3D9DWZK2IS3RE,0,0,43.751,0,,,,,,,,,Stay away,9.472,9.472,13.745,1,Touch it,7.559,8.867,9.927,2,Bucket,0.872,12.454,14.424,3,Truck,4.423,4.423,8.438,1,Zupy,13.762,36.919,38.119,4,Daxy,4.164,6.699,10.896,2,Yes,No,Interpreting language based on emotion expressed,,Three,986823,Cong,DenialZupy|NonexiBucket|NonexiTruck|ProhAway|DenialDaxy|ProhTouch,Bei|Sha
2019-05-31 23:47:39,2019-05-31 23:50:54,IP Address,108.214.141.83,100,195,True,2019-05-31 23:50:54,R_1KxVpZvwWLtcEhu,,,,,25.49310302734375,-80.4344024658203125,anonymous,EN,A2JWAD9JQNA5ON,0,0,47.064,0,,,,,,,,,Stay away,2.673,3.868,5.13,3,Touch it,12.965,14.486,15.861,4,Bucket,2.593,3.873,4.752,3,Truck,2.89,3.472,5.949,2,Zupy,0.642,9.407,11.984,2,Zupy,2.457,3.196,4.466,3,Yes,No,How we understand languages,,Three,414083,Cong,ProhTouch|DenialZupy|NonexiBucket|NonexiTruck|DenialDaxy|ProhAway,Bei|Sha
2019-05-31 23:44:06,2019-05-31 23:51:02,IP Address,72.208.81.145,100,415,True,2019-05-31 23:51:02,R_A6tbJnVMBOegCqt,,,,,32.25030517578125,-110.94499969482421875,anonymous,EN,A1RNE8GS8CLQXQ,,,,,0,0,40.776,0,,,,,Touch it,6.713,6.713,19.033,1,Stay away,6.015,6.015,9.413,1,Truck,6.152,6.152,9.115,1,Bucket,10.473,28.515,51.226,3,Daxy,7.459,10.542,15.435,3,Zupy,5.342,5.342,18.672,1,No,Yes,Understanding a situation you don't have all the info on by watching another's reactions.,,Three,343904,Incong,NonexiTruck|ProhAway|ProhTouch|DenialZupy|NonexiBucket|DenialDaxy,Sha|Bei
2019-05-31 23:47:39,2019-05-31 23:51:05,IP Address,108.245.192.125,100,206,True,2019-05-31 23:51:05,R_24wKU8MSYEaQhEh,,,,,34.0915069580078125,-118.13069915771484375,anonymous,EN,A1R93MQYAFEVX1,,,,,4.05,4.05,48.984,1,,,,,Stay away,4.533,13.162,14.192,3,Touch it,6.232,8.72,9.76,3,Bucket,6.623,10.869,11.96,3,Truck,4.039,5.626,6.942,2,Zupy,11.245,15.217,16.255,3,Daxy,4.685,5.728,6.8,2,Yes.,No.,I don't know.,No comment.,Three,211768,Incong,ProhAway|DenialZupy|NonexiBucket|ProhTouch|DenialDaxy|NonexiTruck,Bei|Sha
2019-05-31 23:46:26,2019-05-31 23:51:12,IP Address,50.35.51.3,100,286,True,2019-05-31 23:51:13,R_4GBitV7sYbhSj0l,,,,,48.4351959228515625,-122.20819854736328125,anonymous,EN,A3R3YKO49OYAK0,,,,,,,,,0,0,44.562,0,Stay away,6.928,6.928,10.598,1,Touch it,11.483,11.483,13.358,1,Bucket,8.862,8.862,10.102,1,Truck,14.492,14.492,16.434,1,Zupy,14.05,15.124,17.16,2,Daxy,32.62,35.847,38.75,2,yes,no,learning a new language,no,Three,45204,NoCue,DenialDaxy|DenialZupy|NonexiTruck|ProhTouch|NonexiBucket|ProhAway,Bei|Sha
2019-05-31 23:47:16,2019-05-31 23:51:23,IP Address,97.73.96.181,100,246,True,2019-05-31 23:51:23,R_R4W6E994SLth5L3,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,API17TMVQ2J7Z,0,0,48.651,0,,,,,,,,,Stay away,18.444,18.444,19.878,1,Touch it,6.225,6.225,7.203,1,Bucket,3.72,3.72,4.806,1,Truck,7.316,7.316,8.568,1,Zupy,4.451,8.796,9.199,3,Daxy,3.434,3.434,4.631,1,Yeah,Nay,I don't know.,No.,Three,111258,Cong,ProhAway|NonexiTruck|DenialZupy|NonexiBucket|DenialDaxy|ProhTouch,Sha|Bei
2019-05-31 23:47:44,2019-05-31 23:52:10,IP Address,99.68.56.159,100,266,True,2019-05-31 23:52:10,R_3Rgcplkxp3UVvOb,,,,,37.822296142578125,-83.78530120849609375,anonymous,EN,ASCTCB5BHNS43,,,,,0,0,37.932,0,,,,,Stay away,7.249,7.249,8.615,1,Touch it,2.494,6.676,7.723,2,Bucket,5.515,5.515,7.337,1,Bucket,7.008,7.612,8.832,2,Zupy,13.249,13.249,14.981,1,Daxy,9.966,20.859,22.231,2,Yes,No,How people perceive language in some form,No,Three,852167,Incong,DenialDaxy|DenialZupy|NonexiBucket|ProhAway|NonexiTruck|ProhTouch,Sha|Bei
2019-05-31 23:47:49,2019-05-31 23:52:41,IP Address,108.218.43.122,100,292,True,2019-05-31 23:52:42,R_2dnIICwo1n7skVo,,,,,35.3683013916015625,-78.09290313720703125,anonymous,EN,A2LT8038UCK2YH,,,,,,,,,38.48,38.48,38.843,1,Stay away,6.809,10.617,10.933,3,Touch it,3.785,12.385,13.613,2,Bucket,18.089,24.561,25.63,2,Truck,3.579,5.5,6.623,2,Zupy,6.404,8.66,9.471,2,Daxy,7.23,7.23,7.921,1,Yes,No,I think this study is about learning to communicate with those who know a different language than our own.,This study was designed very well and feels unique to all other studies I've seen. Thank you!,Three,312723,NoCue,NonexiBucket|NonexiTruck|DenialDaxy|ProhTouch|ProhAway|DenialZupy,Sha|Bei
2019-05-31 23:44:23,2019-05-31 23:53:10,IP Address,191.96.97.58,100,527,True,2019-05-31 23:53:11,R_3IRzYnwrYbVgMjo,,,,,53.488006591796875,-113.47969818115234375,anonymous,EN,A2YTGHCG4PJKYW,,,,,0,0,83.956,0,,,,,Stay away,49.163,50.691,55.61,2,Touch it,9.304,9.304,10.817,1,Bucket,13.193,13.193,15.495,1,Truck,15.783,15.783,18.798,1,Zupy,11.96,11.96,14.248,1,Daxy,27.84,48.491,49.746,2,Yes.,"No,stay away",Understanding communication,no,Three,350375,Incong,ProhAway|DenialDaxy|DenialZupy|ProhTouch|NonexiTruck|NonexiBucket,Sha|Bei
2019-05-31 23:46:27,2019-05-31 23:53:16,IP Address,108.86.207.19,100,409,True,2019-05-31 23:53:16,R_1CkE53AfChPOHTR,,,,,34.076904296875,-118.2075958251953125,anonymous,EN,"A1B35IU79OUFP9 ",,,,,0,0,60.433,0,,,,,Stay away,16.286,16.286,17.769,1,Touch it,4.515,4.515,5.943,1,Truck,14.812,14.812,21.328,1,Bucket,5.447,5.447,7.005,1,Zupy,6.804,6.804,9.159,1,Zupy,19.937,62.735,66.633,4,"yes ",No,"I think it is a study of Linguistics. ",I think the graphics of the images are somewhat unclear what it is.,Three,490326,Incong,ProhAway|DenialDaxy|NonexiBucket|DenialZupy|ProhTouch|NonexiTruck,Bei|Sha
2019-05-31 23:45:32,2019-05-31 23:53:37,IP Address,104.200.129.48,100,484,True,2019-05-31 23:53:37,R_PLIa4yWvmNuSIHT,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,A3C2X1L5PVNNLV,,,,,97.481,97.802,193.153,3,,,,,Stay away,12.567,12.567,14.19,1,Touch it,17.467,17.467,18.315,1,Truck,22.408,22.408,24.231,1,Truck,9.395,11.507,15.084,2,Zupy,7.638,9.95,11.702,2,Zupy,4.355,5.523,6.921,3,Yes,No,,,Three,362664,Incong,ProhTouch|NonexiBucket|DenialDaxy|NonexiTruck|ProhAway|DenialZupy,Bei|Sha
2019-05-31 23:45:32,2019-05-31 23:53:48,IP Address,47.137.189.119,100,496,True,2019-05-31 23:53:48,R_1PbZHhulOHMO4Jw,,,,,33.9893035888671875,-118.0890045166015625,anonymous,EN,AC7QPNOH2LELF,,,,,23.5,44.376,45.501,2,,,,,Stay away,9.343,12.302,14.519,3,Touch it,6.203,7.475,8.384,2,Bucket,9.229,47.931,48.909,6,Truck,2.397,11.075,12.088,3,Zupy,4.113,10.528,11.381,3,Daxy,8.803,11.267,12.282,3,yes,no,"I really don't know. ",no,Three,369247,Incong,NonexiBucket|ProhAway|NonexiTruck|DenialZupy|DenialDaxy|ProhTouch,Bei|Sha
