StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,CongTime_First Click,CongTime_Last Click,CongTime_Page Submit,CongTime_Click Count,IncongTime_First Click,IncongTime_Last Click,IncongTime_Page Submit,IncongTime_Click Count,NoCueTime_First Click,NoCueTime_Last Click,NoCueTime_Page Submit,NoCueTime_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTruck,NonexiTruckTime_First Click,NonexiTruckTime_Last Click,NonexiTruckTime_Page Submit,NonexiTruckTime_Click Count,NonexiBucket,NonexiBucketTime_First Click,NonexiBucketTime_Last Click,NonexiBucketTime_Page Submit,NonexiBucketTime_Click Count,DenialDaxy,DenialDaxyTime_First Click,DenialDaxyTime_Last Click,DenialDaxyTime_Page Submit,DenialDaxyTime_Click Count,DenialZupy,DenialZupyTime_First Click,DenialZupyTime_Last Click,DenialZupyTime_Page Submit,DenialZupyTime_Click Count,Sha,Bei,StudyGoal,comment,catch,mTurkCode,FL_13_DO,FL_9_DO,WordMeaning_DO
2019-05-31 15:49:43,2019-05-31 15:52:12,IP Address,71.255.254.182,100,149,True,2019-05-31 15:52:12,R_ulyd5gOpjGXfXhv,,,,,39.1360931396484375,-77.28240203857421875,anonymous,EN,A5NE8TWS8ZV7B,20.244,20.244,40.002,1,,,,,,,,,Touch it,10.919,10.919,15.527,1,Stay away,6.831,6.831,7.175,1,Truck,8.062,8.062,13.14,1,Bucket,4.179,4.179,4.585,1,Daxy,14.084,14.084,14.646,1,Zupy,4.716,4.716,4.925,1,no,yes,I don't know.,None.,Three,74772,Cong,NonexiTruck|DenialDaxy|ProhAway|DenialZupy|NonexiBucket|ProhTouch,Sha|Bei
2019-05-31 15:48:26,2019-05-31 15:52:14,IP Address,174.134.172.41,100,228,True,2019-05-31 15:52:14,R_RLgFqbfGeK29wpX,,,,,35.32879638671875,-118.97480010986328125,anonymous,EN,A1PTX4IB9R34LI,,,,,,,,,0,0,36.27,0,,1.775,1.775,2.781,1,Touch it,1.225,2.393,2.654,3,Bucket,0.88,0.88,1.363,1,Truck,2.241,2.241,2.894,1,Zupy,6.94,7.541,8.281,2,Daxy,1.989,1.989,5.082,1,hold,touch,I don't know,,Three,768756,NoCue,DenialZupy|DenialDaxy|NonexiTruck|NonexiBucket|ProhTouch|ProhAway,Sha|Bei
2019-05-31 15:48:40,2019-05-31 15:52:17,IP Address,85.97.186.121,100,217,True,2019-05-31 15:52:18,R_28YD0XGyyef2dDi,,,,,41.058502197265625,28.929595947265625,anonymous,EN,ACGZDI611LU0I,,,,,0,0,42.771,0,,,,,Stay away,17.217,23.456,24.646,5,Touch it,4.517,4.517,8.624,1,Bucket,3.62,6.158,6.836,3,Truck,4.699,10.923,12.67,2,Daxy,4.358,7.475,8.888,2,Daxy,9.367,10.003,11.098,2,yes,no,no idea,,Three,331436,Incong,ProhTouch|NonexiBucket|DenialZupy|ProhAway|DenialDaxy|NonexiTruck,Sha|Bei
2019-05-31 15:49:52,2019-05-31 15:52:53,IP Address,73.167.138.231,100,180,True,2019-05-31 15:52:53,R_1IsZ69JjNAnLmep,,,,,43.614105224609375,-72.97080230712890625,anonymous,EN,AB66CTVQ90RCV,,,,,,,,,0,0,48.306,0,,4.58,5.35,6.833,2,Stay away,10.565,14.569,16.203,3,Truck,4.252,4.739,6.074,2,Bucket,5.026,5.026,6.778,1,Daxy,4.648,5.866,6.544,2,Zupy,3.943,3.943,6.447,1,no,yes,language learning,no,Three,998000,NoCue,ProhAway|DenialDaxy|DenialZupy|NonexiTruck|NonexiBucket|ProhTouch,Bei|Sha
2019-05-31 15:48:22,2019-05-31 15:52:54,IP Address,72.132.148.59,100,272,True,2019-05-31 15:52:55,R_2DT5XUT9WPUiOiM,,,,,33.9241943359375,-116.88539886474609375,anonymous,EN,A22ZYDQ7VRH6EL,,,,,,,,,0,0,56.3,0,Touch it,5.836,5.836,13.444,1,Stay away,8.054,8.054,22.354,1,Truck,8.457,8.457,9.737,1,Bucket,5.448,8.139,9.732,2,Daxy,5.957,8.383,9.499,2,Zupy,5.504,5.504,6.636,1,No,Yes,If we are able to learn a minimal amount about a language by watching someone interact with a person who doesn't speak the same language as us.,,Three,168793,NoCue,ProhAway|ProhTouch|NonexiTruck|NonexiBucket|DenialZupy|DenialDaxy,Bei|Sha
2019-05-31 15:50:10,2019-05-31 15:52:59,IP Address,98.118.159.8,100,168,True,2019-05-31 15:52:59,R_2qenohU6i0GfngF,,,,,42.968505859375,-78.74919891357421875,anonymous,EN,AOER0SPVGJQAM,0,0,38.516,0,,,,,,,,,Stay away,3.977,9.885,17.074,3,Touch it,3.196,6.2,9.381,2,Truck,6.766,15.302,16.391,3,Bucket,5.19,5.944,7.619,2,Daxy,3.942,4.821,5.756,2,Zupy,3.19,3.53,4.433,2,No,Yes,To see how we relate sounds to sayings.,,Three,47645,Cong,NonexiTruck|ProhTouch|DenialDaxy|ProhAway|DenialZupy|NonexiBucket,Sha|Bei
2019-05-31 15:48:35,2019-05-31 15:53:21,IP Address,24.225.125.42,100,286,True,2019-05-31 15:53:22,R_e3deRlsmbHCucut,,,,,48.1190948486328125,-96.18109893798828125,anonymous,EN,ALDQRWYZ8KQ9A,,,,,1.272,1.272,55.06,1,,,,,Touch it,9.593,11.118,12.534,2,Stay away,6.608,8.44,11.511,2,Truck,2.044,22.976,25.778,3,Bucket,1.017,6.578,8.364,3,Daxy,9.325,23.088,24.357,4,Zupy,1.181,9.804,11.597,3,no,yes,I don't know.,None.,Three,384665,Incong,NonexiTruck|DenialDaxy|DenialZupy|NonexiBucket|ProhTouch|ProhAway,Bei|Sha
2019-05-31 15:50:21,2019-05-31 15:53:25,IP Address,24.10.22.33,100,183,True,2019-05-31 15:53:26,R_0VeCIxUO9bcjwwp,,,,,38.6967010498046875,-121.3130035400390625,anonymous,EN,AKVDY8OXNMQED,,,,,0,0,41.524,0,,,,,Touch it,12.159,17.256,19.014,5,Touch it,11.043,11.043,12.166,1,Truck,11.19,11.19,12.834,1,Truck,9.97,9.97,11.891,1,Zupy,7.825,7.825,9.115,1,Daxy,13.459,13.459,14.524,1,yes,no,don't know,none,Three,442560,Incong,ProhTouch|NonexiTruck|DenialZupy|NonexiBucket|ProhAway|DenialDaxy,Sha|Bei
2019-05-31 15:51:04,2019-05-31 15:53:46,IP Address,75.130.111.138,100,162,True,2019-05-31 15:53:47,R_2SxJQ1oeFTiHgTq,,,,,42.23699951171875,-71.91880035400390625,anonymous,EN,A2T007HZK66WM,0,0,36.077,0,,,,,,,,,Touch it,3.886,10.692,13.182,3,Stay away,4.098,4.098,9.089,1,Truck,3.77,3.77,4.924,1,Bucket,9.862,9.862,11.127,1,Zupy,4.234,4.234,5.878,1,Zupy,12.625,24.94,25.6,4,yes,no,I don't know,,Three,958091,Cong,DenialZupy|NonexiBucket|ProhAway|NonexiTruck|ProhTouch|DenialDaxy,Sha|Bei
2019-05-31 15:51:22,2019-05-31 15:54:24,IP Address,104.35.170.65,100,181,True,2019-05-31 15:54:24,R_cvGDFm60Xx8RG9j,,,,,34.1483001708984375,-118.0016021728515625,anonymous,EN,A19L8SNH73AX1Z,,,,,,,,,0,0,40.953,0,Touch it,9.489,9.489,10.601,1,Stay away,5.725,5.725,6.6,1,Truck,7.535,7.535,8.773,1,Bucket,3.906,3.906,5.091,1,Daxy,13.296,13.296,15.506,1,Zupy,2.915,2.915,4.902,1,no,yes,I don't know,no,Three,317677,NoCue,DenialDaxy|NonexiTruck|ProhTouch|ProhAway|NonexiBucket|DenialZupy,Bei|Sha
2019-05-31 15:48:46,2019-05-31 15:54:31,IP Address,98.143.0.20,100,344,True,2019-05-31 15:54:31,R_1ikTdOv1q3m0v0d,,,,,35.3842010498046875,-85.3925018310546875,anonymous,EN,A1PLQGQ95NICAF,,,,,0,0,85.913,0,,,,,Touch it,4.058,7.182,8.995,2,Stay away,15.16,15.16,16.41,1,Truck,5.178,5.178,8.301,1,Bucket,12.425,13.241,14.379,2,Daxy,9.91,13.464,14.943,5,Zupy,1.171,6.297,7.871,2,no,yes,concentration,none,Three,747658,Incong,ProhAway|NonexiBucket|DenialDaxy|NonexiTruck|DenialZupy|ProhTouch,Bei|Sha
2019-05-31 15:48:35,2019-05-31 15:54:45,IP Address,24.61.246.85,100,370,True,2019-05-31 15:54:45,R_DBQHlYsVNIGQAvf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,AC5UD8N187QD6,,,,,,,,,0,0,58.493,0,Stay away,7.363,7.363,8.53,1,Touch it,10.62,14.56,16.46,4,Bucket,3.394,6.806,8.097,3,Truck,4.425,6.411,7.47,2,Zupy,8.663,12.667,13.561,2,Daxy,4.122,9.083,9.806,2,yes,no,language learning,,Three,38183,NoCue,DenialDaxy|ProhAway|NonexiBucket|DenialZupy|ProhTouch|NonexiTruck,Bei|Sha
2019-05-31 15:50:33,2019-05-31 15:58:28,IP Address,196.17.67.102,100,474,True,2019-05-31 15:58:28,R_3EKDpCWh7U1xpMJ,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,A3VY0Z733SK41Y,,,,,,,,,49.208,49.92,55.703,2,Touch it,8.642,11.61,18.791,2,Touch it,1.892,25.469,28.328,7,Truck,5.433,7.425,8.777,3,Truck,1.692,1.692,6.4,1,Zupy,3.961,9.105,11.195,4,Zupy,5.037,7.429,8.134,3,what,at,Knowledgeful study,Good study,Three,138172,NoCue,ProhTouch|ProhAway|DenialDaxy|NonexiTruck|NonexiBucket|DenialZupy,Sha|Bei
2019-05-31 15:50:37,2019-05-31 15:59:47,IP Address,68.101.137.252,100,550,True,2019-05-31 15:59:47,R_3FKUwyhhVusLDqw,,,,,40.1136016845703125,-74.93959808349609375,anonymous,EN,A2CWJRAEFZ44HU,10.542,10.542,38.009,1,,,,,,,,,Touch it,4.995,5.793,6.411,2,Stay away,33.699,33.699,34.552,1,Truck,3.466,3.466,7.946,1,Bucket,4.169,5.391,7.838,2,Daxy,4.713,4.713,9.108,1,Zupy,5.098,5.098,6.005,1,no,yes,how we think about made up language,,Three,717379,Cong,ProhAway|DenialDaxy|DenialZupy|ProhTouch|NonexiBucket|NonexiTruck,Bei|Sha
2019-05-31 15:51:20,2019-05-31 16:00:24,IP Address,23.81.58.144,100,544,True,2019-05-31 16:00:25,R_3RaufV85CtLrmMh,,,,,45.5032958984375,-122.7743988037109375,anonymous,EN,A2XHQ3534X7R9X,,,,,0,0,120.513,0,,,,,Stay away,5.587,10.77,11.714,2,Touch it,4.654,4.654,6.871,1,Bucket,26.453,32.253,33.773,3,Bucket,5.769,6.912,7.955,2,Zupy,2.027,2.027,3.564,1,Zupy,16.881,18.394,20.349,2,yes,no,"baby is asking mom to take this toy or not, mom reply yes or no to take the toys.",good survey,Three,139586,Incong,DenialZupy|DenialDaxy|ProhAway|NonexiTruck|NonexiBucket|ProhTouch,Sha|Bei
2019-05-31 15:57:43,2019-05-31 16:01:04,IP Address,208.126.178.145,100,200,True,2019-05-31 16:01:05,R_1opg1lYabSoWA1I,,,,,42.7404937744140625,-93.21099853515625,anonymous,EN,A2FFGTL0FBW7OQ,0,0,42.246,0,,,,,,,,,Stay away,7.518,9.725,14.671,2,Touch it,6.856,6.856,8.875,1,Bucket,4.308,5.748,6.689,2,Truck,10.707,10.707,12.387,1,Zupy,5.125,5.125,6.229,1,Daxy,22.316,22.316,25.045,1,yes,no,Ability to pick up language,,Three,541673,Cong,DenialZupy|NonexiBucket|DenialDaxy|ProhAway|NonexiTruck|ProhTouch,Sha|Bei
2019-05-31 15:58:43,2019-05-31 16:01:26,IP Address,73.189.183.209,100,163,True,2019-05-31 16:01:27,R_8v3YOFfKzmgyp8t,,,,,37.30279541015625,-121.998199462890625,anonymous,EN,A1YSYI926BBOHW,,,,,,,,,14.639,29.051,37.291,3,Touch it,10.357,10.676,11.323,2,Stay away,2.97,9.794,11.467,3,Truck,3.404,6.974,8.328,2,Bucket,3.041,3.312,4.1,2,Daxy,3.36,11.013,12.802,4,Daxy,3.074,5.469,13.802,2,no,yes,see how people figure out what words mean,no,Three,834495,NoCue,ProhTouch|DenialZupy|NonexiTruck|NonexiBucket|ProhAway|DenialDaxy,Sha|Bei
2019-05-31 15:58:01,2019-05-31 16:01:48,IP Address,71.232.130.176,100,227,True,2019-05-31 16:01:49,R_1dsgrh3HX1RUBhD,,,,,42.7563934326171875,-71.46669769287109375,anonymous,EN,A1B76WYZ47BQJ,,,,,11.03,21.604,68.836,3,,,,,Touch it,4.758,10.096,11.024,3,Touch it,4.154,7.179,8.342,3,Bucket,3.862,6.485,7.356,3,Truck,4.36,9.341,10.316,6,Zupy,4.271,7.045,8.179,3,Daxy,12.84,25.213,26.25,8,YES,NO,MORAL ETHICS,,Three,167564,Incong,DenialZupy|ProhTouch|ProhAway|NonexiTruck|NonexiBucket|DenialDaxy,Sha|Bei
2019-05-31 15:58:45,2019-05-31 16:02:49,IP Address,174.58.25.22,100,244,True,2019-05-31 16:02:50,R_3NBSKIncqvYH9qX,,,,,27.326904296875,-82.54329681396484375,anonymous,EN,A16HSMUJ7C7QA7,,,,,0,0,50.7,0,,,,,Touch it,9.845,9.845,10.985,1,Stay away,13.384,13.384,14.384,1,Truck,11.422,11.422,12.484,1,Bucket,7.638,7.638,8.686,1,Daxy,8.784,8.784,9.865,1,Zupy,6.262,6.262,7.66,1,no,yes,guessing the meaning of words.,no,Three,819951,Incong,ProhTouch|DenialDaxy|DenialZupy|NonexiTruck|NonexiBucket|ProhAway,Sha|Bei
2019-05-31 16:06:07,2019-05-31 16:08:35,IP Address,73.48.80.170,100,148,True,2019-05-31 16:08:35,R_RwTZ6gLUVSJKucx,,,,,30.4907989501953125,-84.31580352783203125,anonymous,EN,A1P6OXEJ86HQRM,0,0,36.283,0,,,,,,,,,Touch it,3.885,10.149,13.481,2,Stay away,1.291,5.818,7.292,3,Truck,2.96,8.76,9.607,2,Bucket,10.846,18.765,20.397,3,Daxy,2.94,7.523,8.169,3,Zupy,3.253,5.118,6.141,2,no,yes,I don't know,,Three,461466,Cong,NonexiBucket|ProhTouch|ProhAway|DenialDaxy|DenialZupy|NonexiTruck,Bei|Sha
2019-05-31 16:11:01,2019-05-31 16:13:29,IP Address,98.220.196.13,100,147,True,2019-05-31 16:13:29,R_2S7ibKQeXy32rHA,,,,,41.6837005615234375,-88.3498992919921875,anonymous,EN,AD14EQ9O9JKRI,,,,,,,,,0,0,40.856,0,Touch it,4.903,4.903,5.95,1,Stay away,6.53,6.53,7.244,1,Truck,3.457,3.457,4.46,1,Bucket,5.708,5.708,7.47,1,Daxy,2.384,14.388,17.729,3,Zupy,3.309,6.031,7.261,2,No,Yes,About interpretation of words,,Three,830848,NoCue,DenialDaxy|ProhAway|DenialZupy|NonexiBucket|ProhTouch|NonexiTruck,Bei|Sha
2019-05-31 16:12:53,2019-05-31 16:15:17,IP Address,65.24.184.141,100,143,True,2019-05-31 16:15:17,R_2bVhB13ifZi5Yal,,,,,39.3379974365234375,-82.98600006103515625,anonymous,EN,ASAAL9165IX44,0.98,0.98,39.753,1,,,,,,,,,Touch it,5.128,5.128,6.938,1,Stay away,1.287,1.287,2.357,1,Truck,3.019,4.759,5.41,2,Bucket,0.806,5.729,6.659,4,Daxy,0.558,5.103,10.501,2,Zupy,7.524,7.524,9.49,1,no,yes,idk,,Three,38532,Cong,DenialZupy|ProhTouch|NonexiBucket|ProhAway|NonexiTruck|DenialDaxy,Bei|Sha
