StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,CongTime_First Click,CongTime_Last Click,CongTime_Page Submit,CongTime_Click Count,IncongTime_First Click,IncongTime_Last Click,IncongTime_Page Submit,IncongTime_Click Count,NoCueTime_First Click,NoCueTime_Last Click,NoCueTime_Page Submit,NoCueTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,NonexiBucket,NonexiBucketTime_First Click,NonexiBucketTime_Last Click,NonexiBucketTime_Page Submit,NonexiBucketTime_Click Count,NonexiTruck,NonexiTruckTime_First Click,NonexiTruckTime_Last Click,NonexiTruckTime_Page Submit,NonexiTruckTime_Click Count,DenialZupy,DenialZupyTime_First Click,DenialZupyTime_Last Click,DenialZupyTime_Page Submit,DenialZupyTime_Click Count,DenialDaxy,DenialDaxyTime_First Click,DenialDaxyTime_Last Click,DenialDaxyTime_Page Submit,DenialDaxyTime_Click Count,Sha,Bei,StudyGoal,comment,catch,mTurkCode,FL_13_DO,FL_9_DO,WordMeaning_DO
2019-05-31 18:35:40,2019-05-31 18:39:37,IP Address,76.220.76.169,100,237,True,2019-05-31 18:39:38,R_2sWQgkGl4hpMZBe,,,,,38.0030975341796875,-121.91719818115234375,anonymous,EN,A2WW9N0UM8PB7M,,,,,,,,,0,0,51.103,0,Touch it,5.191,5.191,7.016,1,Stay away,2.232,2.232,3.707,1,Truck,4.181,4.853,6.011,2,Bucket,6.242,6.242,7.104,1,Daxy,14.878,30.784,32.159,2,Zupy,3.818,5.059,6.845,3,no,yes,learning and patterns,,Three,392446,NoCue,DenialZupy|ProhAway|DenialDaxy|ProhTouch|NonexiBucket|NonexiTruck,Sha|Bei
2019-05-31 18:35:42,2019-05-31 18:40:01,IP Address,68.104.1.21,100,259,True,2019-05-31 18:40:01,R_3EzLDuW7WxA7Uf7,,,,,36.1378936767578125,-115.32129669189453125,anonymous,EN,A3PJULJUIY8GQL,0,0,50.889,0,,,,,,,,,Stay away,6.517,8.881,10.143,3,Touch it,8.669,10.34,11.09,2,Bucket,8.48,18.21,19.14,2,Truck,10.005,12.042,12.805,3,Zupy,8.935,12.051,12.807,4,Daxy,8.612,10.875,11.797,3,yes,no,language perception,Thank you,Three,577676,Cong,NonexiBucket|DenialZupy|ProhTouch|DenialDaxy|ProhAway|NonexiTruck,Sha|Bei
2019-05-31 18:35:50,2019-05-31 18:40:24,IP Address,107.77.230.25,100,273,True,2019-05-31 18:40:24,R_3D0f34a5pKBIpdf,,,,,34.032196044921875,-118.283599853515625,anonymous,EN,A1EN3FW93BSXQQ,,,,,,,,,0,0,37.5,0,Touch it,5.631,5.631,6.289,1,Stay away,3.209,3.209,4.322,1,Bucket,13.012,13.012,13.682,1,Truck,5.469,5.469,6.75,1,Zupy,5.934,9.19,10.56,4,Daxy,4.344,4.344,6.428,1,yes,no,learning language,,Three,776313,NoCue,ProhTouch|DenialZupy|NonexiTruck|DenialDaxy|ProhAway|NonexiBucket,Bei|Sha
2019-05-31 18:35:27,2019-05-31 18:40:27,IP Address,99.174.226.37,100,299,True,2019-05-31 18:40:27,R_2EH1obtpYptq15x,,,,,33.9763946533203125,-117.33409881591796875,anonymous,EN,A35MJZXNP22QVP,0,0,37.261,0,,,,,,,,,Stay away,21.725,24.045,24.853,2,Touch it,11.587,11.587,12.37,1,Truck,5.486,7.407,8.607,2,Bucket,11.419,11.419,13.035,1,Zupy,3.625,3.625,5.834,1,Daxy,4.036,9.828,12.188,3,no,yes,tonality,no,Three,29502,Cong,ProhAway|NonexiTruck|ProhTouch|DenialDaxy|DenialZupy|NonexiBucket,Bei|Sha
2019-05-31 18:37:09,2019-05-31 18:40:27,IP Address,104.33.234.210,100,198,True,2019-05-31 18:40:28,R_3rP3ybCGdqEawa2,,,,,34.21490478515625,-119.1761016845703125,anonymous,EN,A2VT0REE77ZI2I,,,,,0,0,53.676,0,,,,,Stay away,11.065,11.065,12.026,1,Touch it,2.545,2.937,5.006,2,Bucket,27.394,33.39,34.737,3,Truck,3.176,3.96,4.503,2,Zupy,19.763,19.763,21.066,1,Daxy,3.078,3.078,3.709,1,Yes,No,Language learning,,Three,717173,Incong,NonexiBucket|DenialZupy|ProhAway|NonexiTruck|DenialDaxy|ProhTouch,Sha|Bei
2019-05-31 18:35:44,2019-05-31 18:40:51,IP Address,174.109.165.14,100,306,True,2019-05-31 18:40:51,R_2y7pN9eXd9ODeZJ,,,,,35.583099365234375,-78.7881011962890625,anonymous,EN,A21C7LCEX3EYQH,0,0,55.056,0,,,,,,,,,Stay away,8.253,8.253,9.941,1,Touch it,3.931,3.931,6.984,1,Bucket,32.345,32.345,37.464,1,Truck,11.677,11.677,15.208,1,Zupy,5.092,5.092,10.004,1,Daxy,11.116,11.116,17.602,1,yes,no,Understanding language,It was a cool study! It is interesting how we can pick up on a language we know nothing about.,Three,396895,Cong,NonexiBucket|DenialDaxy|NonexiTruck|ProhAway|DenialZupy|ProhTouch,Bei|Sha
2019-05-31 18:36:34,2019-05-31 18:40:54,IP Address,99.100.238.66,100,260,True,2019-05-31 18:40:54,R_23abSxhzNvwjPWe,,,,,42.612396240234375,-83.0345001220703125,anonymous,EN,A33VGSEJ44ORMF,0,0,52.558,0,,,,,,,,,Stay away,14.92,14.92,17.034,1,Touch it,11.176,11.176,13.749,1,Truck,11.29,24.532,26.986,2,Truck,7.915,7.915,9.566,1,Zupy,10.056,14.464,17.012,2,Daxy,3.828,23.3,31.481,2,YES,NO,NO CLUE,INTERESTING,Three,55509,Cong,ProhTouch|DenialDaxy|NonexiBucket|DenialZupy|ProhAway|NonexiTruck,Sha|Bei
2019-05-31 18:37:31,2019-05-31 18:41:15,IP Address,74.67.196.200,100,224,True,2019-05-31 18:41:15,R_pQ25rNINpf59ygh,,,,,43.019500732421875,-76.16500091552734375,anonymous,EN,A7OF1OCWVIPNO,,,,,0,0,36.804,0,,,,,Stay away,6.987,9.331,9.699,4,Touch it,4.485,4.485,5.88,1,Bucket,10.088,13.771,14.693,2,Truck,3.163,3.636,6.095,2,Zupy,3.382,3.382,4.666,1,Daxy,5.009,16.51,17.815,4,Yes,No,not sure,no,Three,617771,Incong,DenialDaxy|DenialZupy|NonexiBucket|ProhAway|ProhTouch|NonexiTruck,Bei|Sha
2019-05-31 18:35:49,2019-05-31 18:41:22,IP Address,140.186.6.125,100,332,True,2019-05-31 18:41:22,R_323GbxxDgWmaX7n,,,,,42.8820953369140625,-97.39859771728515625,anonymous,EN,A1HKYY6XI2OHO1,,,,,0,0,82.37,0,,,,,Touch it,4.864,12.266,14.431,3,Stay away,11.145,11.145,16.686,1,Truck,7.458,9.655,13.858,2,Bucket,16.606,37.506,39.515,2,Daxy,7.484,14.2,16.221,3,Zupy,5.567,5.567,7.53,1,No,Yes,I have no (sha? :P) idea.,"That was interesting, if weird.  I'm thinking it has to be straightforward, based on the expressions used in the video. (which, btw, it's pretty stupid not to allow full screen --- I had to click on watch on youtube to make it big enough to see --- you know some people are old and have utter crap eyesight, yeah?)",Three,700862,Incong,NonexiTruck|NonexiBucket|ProhTouch|DenialZupy|ProhAway|DenialDaxy,Sha|Bei
2019-05-31 18:35:14,2019-05-31 18:41:31,IP Address,73.43.88.83,100,376,True,2019-05-31 18:41:31,R_1LAxJDdbabIsh3R,,,,,33.7173004150390625,-84.478302001953125,anonymous,EN,A3J85WP15JFYW0,,,,,0,0,37.638,0,,,,,Stay away,11.436,16.555,16.886,3,Touch it,4.78,4.78,6.347,1,Bucket,8.701,8.701,10.456,1,Truck,4.105,4.105,4.923,1,Zupy,4.344,5.096,5.979,2,Daxy,3.481,3.481,4.418,1,yes,no,,,Three,519592,Incong,ProhAway|NonexiBucket|ProhTouch|NonexiTruck|DenialZupy|DenialDaxy,Bei|Sha
2019-05-31 18:36:29,2019-05-31 18:41:44,IP Address,24.12.172.117,100,314,True,2019-05-31 18:41:44,R_3IbHaigh2DvBpR4,,,,,41.8094940185546875,-87.65219879150390625,anonymous,EN,A3BPES00VSWV51,,,,,0,0,44.215,0,,,,,Touch it,6.464,8.288,9.617,2,Touch it,18.022,26.837,32.045,3,Truck,7.263,28.428,29.779,3,Bucket,11.413,14.091,15.225,2,Daxy,9.759,12.45,13.25,2,Zupy,8.087,11.791,13.216,2,no,yes,"something about how people acquire language? ",,Three,144470,Incong,ProhTouch|NonexiBucket|DenialZupy|DenialDaxy|NonexiTruck|ProhAway,Bei|Sha
2019-05-31 18:37:49,2019-05-31 18:41:45,IP Address,24.120.15.205,100,235,True,2019-05-31 18:41:45,R_1pX5kQYpjtppwsY,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,A12ATVBE1I4567,54.43,54.43,55.645,1,,,,,,,,,Stay away,1.25,24.085,25.077,13,Stay away,9.368,11.98,12.761,5,Bucket,6.41,7.242,7.882,3,Truck,8.154,14.338,14.978,3,Zupy,0.46,8.152,9.268,4,Zupy,8.286,10.082,10.896,4,YES,NO,Decoding language from clues,The triangle audio links are broken and I had to right click and open in new window,Three,965753,Cong,ProhAway|ProhTouch|DenialDaxy|NonexiTruck|NonexiBucket|DenialZupy,Sha|Bei
2019-05-31 18:36:19,2019-05-31 18:41:55,IP Address,104.245.217.36,100,336,True,2019-05-31 18:41:56,R_1Fh7adrOHw624t8,,,,,38.436492919921875,-92.82579803466796875,anonymous,EN,AIHXN5QSXGICS,0,0,56.513,0,,,,,,,,,Stay away,14.222,14.222,16.383,1,Touch it,3.925,3.925,5.6,1,Bucket,7.628,7.628,11.78,1,Truck,2.843,6.253,8.882,2,Zupy,4.096,4.096,5.555,1,Daxy,8.63,10.111,11.1,2,Yes,No,I think the study is examining people's intuition when it comes to language and their ability to adapt to new ideas.,,Three,910295,Cong,ProhAway|DenialDaxy|ProhTouch|DenialZupy|NonexiBucket|NonexiTruck,Bei|Sha
2019-05-31 18:35:37,2019-05-31 18:42:03,IP Address,67.180.200.222,100,385,True,2019-05-31 18:42:03,R_1iaCsIEMzibBj1N,,,,,37.6652069091796875,-121.8733978271484375,anonymous,EN,ASC9DUCC64M3P,,,,,0,0,66.18,0,,,,,Touch it,5.951,7.988,8.645,2,Stay away,14.137,22.271,24.324,2,Truck,7.731,7.731,9.817,1,Bucket,12.422,129.313,130.084,3,Daxy,6.66,11.431,12.201,2,Zupy,11.973,17.284,18.796,2,No,Yes,Our ability to learn language.,,Three,359767,Incong,NonexiTruck|ProhTouch|DenialDaxy|DenialZupy|NonexiBucket|ProhAway,Bei|Sha
2019-05-31 18:38:55,2019-05-31 18:42:04,IP Address,72.24.233.212,100,188,True,2019-05-31 18:42:04,R_1eL7H7lhvqGU4fo,,,,,34.601898193359375,-112.3264007568359375,anonymous,EN,AETIZKQNUSBLB,,,,,,,,,0,0,46.061,0,Stay away,4.629,6.561,9.288,3,Touch it,3.152,3.152,16.787,1,Bucket,5.222,5.222,5.817,1,Truck,3.627,4.77,5.688,2,Zupy,10.617,13.791,16.323,2,Daxy,3.029,3.029,3.907,1,yes,no,understanding how people interpret language,none,Three,822359,NoCue,DenialZupy|NonexiTruck|ProhTouch|ProhAway|NonexiBucket|DenialDaxy,Bei|Sha
2019-05-31 18:35:20,2019-05-31 18:42:06,IP Address,74.73.161.9,100,406,True,2019-05-31 18:42:07,R_3fpYNsSTRuPuAZk,,,,,40.768096923828125,-73.8291015625,anonymous,EN,A1UR1UQ6XTI0UP,,,,,,,,,42.906,42.906,85.978,1,Stay away,3.806,43.086,44.302,7,Touch it,5.738,12.034,13.7,2,Bucket,15.807,15.807,17.274,1,Truck,16.101,22.141,47.684,2,Zupy,11.663,27.351,29.959,2,Zupy,8.693,28.469,33.125,2,yes,no,to determine if people can understand simple language they never heard before,interesting study,Three,355903,NoCue,DenialZupy|DenialDaxy|NonexiTruck|NonexiBucket|ProhTouch|ProhAway,Bei|Sha
2019-05-31 18:37:08,2019-05-31 18:42:12,IP Address,162.196.59.44,100,304,True,2019-05-31 18:42:12,R_3IXfQ4CtHLv9BAB,,,,,34.1793975830078125,-118.431304931640625,anonymous,EN,A39KHMYFO61LKN,0,0,44.575,0,,,,,,,,,Stay away,4.358,4.358,6.548,1,Touch it,9.109,9.109,11.542,1,Bucket,5.685,5.685,6.9,1,Truck,5.397,5.397,10.32,1,Zupy,10.604,10.604,13.462,1,Daxy,13.571,13.571,14.674,1,Yes,No,How we understand other languages and facial expressions.,Thanks.,Three,291131,Cong,DenialZupy|ProhTouch|ProhAway|DenialDaxy|NonexiTruck|NonexiBucket,Sha|Bei
2019-05-31 18:36:03,2019-05-31 18:42:29,IP Address,108.204.230.176,100,386,True,2019-05-31 18:42:29,R_tVOMfP0pi7ZzdKN,,,,,41.6432037353515625,-83.67530059814453125,anonymous,EN,A2G7XPM051Q1XB,,,,,0,0,160.418,0,,,,,Touch it,5.569,5.569,7.943,1,Stay away,7.689,9.241,11.83,2,Truck,16.685,16.685,18.823,1,Bucket,6.98,6.98,8.841,1,Daxy,11.854,17.302,19.133,2,Zupy,29.468,35.356,36.811,2,no,yes,"This was really enjoyable, thanks!",,Three,689919,Incong,DenialDaxy|DenialZupy|NonexiBucket|NonexiTruck|ProhAway|ProhTouch,Sha|Bei
2019-05-31 18:35:55,2019-05-31 18:42:57,IP Address,66.41.61.174,100,422,True,2019-05-31 18:42:58,R_2SAJBPXLdyufr5g,,,,,45.012298583984375,-93.34470367431640625,anonymous,EN,A14JC769A8FXN1,,,,,105.123,105.123,131.867,1,,,,,Stay away,18.126,18.126,18.884,1,Touch it,15.12,15.12,15.754,1,Bucket,32.883,35.472,36.396,2,Truck,15.546,17.096,19.733,3,Zupy,16.255,16.255,17.277,1,Daxy,7.276,7.276,7.979,1,Truck,Stay,Trying to understand foreign language,No,Three,532100,Incong,NonexiBucket|DenialZupy|DenialDaxy|ProhAway|NonexiTruck|ProhTouch,Sha|Bei
2019-05-31 18:35:47,2019-05-31 18:43:10,IP Address,71.142.120.78,100,442,True,2019-05-31 18:43:10,R_3O9dO6F8NAgoTuv,,,,,35.8047027587890625,-78.88809967041015625,anonymous,EN,A24FIMMDV3QAZD,0,0,94.847,0,,,,,,,,,Touch it,1.734,1.734,4.84,1,Touch it,6.768,36.918,38,7,Bucket,5.186,6.244,22.183,2,Truck,5.335,5.335,16.569,1,Zupy,27.228,27.228,29.863,1,Zupy,37.32,37.32,56.283,1,no,yes,to know people view.,I like it..,Three,267665,Cong,DenialDaxy|DenialZupy|ProhTouch|ProhAway|NonexiTruck|NonexiBucket,Sha|Bei
2019-05-31 18:35:44,2019-05-31 18:43:10,IP Address,23.243.154.139,100,446,True,2019-05-31 18:43:11,R_Utowhqt6cnmmihH,,,,,33.8950958251953125,-118.2910003662109375,anonymous,EN,A2482SLAY120J2,,,,,,,,,0,0,161.079,0,Stay away,13.644,15.765,17.571,2,Touch it,7.142,15.975,17.301,2,Bucket,14.7,23.012,24.73,2,Truck,14.082,17.954,19.296,2,Zupy,11.894,23.397,27.413,2,Daxy,23.99,38.134,42.933,2,Yes,No,Ability to learn language,No,Three,278553,NoCue,DenialDaxy|NonexiBucket|NonexiTruck|DenialZupy|ProhAway|ProhTouch,Bei|Sha
2019-05-31 18:40:12,2019-05-31 18:43:26,IP Address,138.43.173.82,100,194,True,2019-05-31 18:43:27,R_3RqMYrtbZxKZig3,,,,,36.5052947998046875,-84.529296875,anonymous,EN,A3BLJ6QSDTZC9U,,,,,,,,,0,0,39.864,0,Stay away,7.738,7.738,9.4,1,Touch it,17.16,20.584,22.993,2,Bucket,15.485,15.485,16.24,1,Truck,6.292,6.292,7.228,1,Zupy,5.05,6.582,7.918,2,Daxy,6.427,6.427,7.818,1,Yes,No,I am not sure,,Three,813350,NoCue,ProhTouch|NonexiBucket|DenialDaxy|NonexiTruck|DenialZupy|ProhAway,Bei|Sha
